accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,roll,leg_angle,knee_angle,foot_contact,touchdown_event,impact,vibration,terrain_height,terrain_slope,terrain
0.0184,0.0163,10.9446,1.5021,-12.414,7.7174,-2.344,-1.682,83.456,164.581,1,True,20.0,10.0,0.125,-12.404,Uneven
0.106,-0.2211,10.4,-1.4032,-4.7177,4.5652,-3.0,-2.076,82.396,165.822,1,False,10.954,10.0,-0.372,-9.138,Uneven
-0.089,0.1554,10.1099,4.7415,-11.8145,-9.7665,-3.121,-2.276,81.48,165.641,1,False,6.123,5.666,-0.621,-10.016,Uneven
0.2146,0.0564,9.544,1.4188,4.6658,-9.0615,-3.327,-2.349,81.354,164.958,1,False,3.135,4.379,-0.677,-6.451,Uneven
0.1036,0.0959,9.8123,2.7924,-7.7704,-16.578,-1.906,-3.005,80.858,161.566,0,False,0.0,10.0,-1.405,-11.347,Uneven
0.0853,-0.2142,9.8785,1.3113,2.3942,-11.8006,-2.091,-3.41,81.079,158.458,0,False,0.0,10.0,-1.196,-6.212,Uneven
-0.2414,-0.0878,10.967,-1.9542,0.2562,-12.5026,-1.92,-2.208,81.438,156.433,1,True,20.0,10.0,-1.004,-7.365,Uneven
-0.013,0.2602,10.6414,1.9759,4.0567,-3.6765,-1.733,-2.205,81.959,155.819,1,False,11.171,6.484,-0.845,-6.43,Uneven
0.1934,-0.0807,9.6404,-1.5244,11.8361,17.1757,-1.73,-2.158,82.581,158.442,0,False,0.0,10.0,-0.022,-5.783,Uneven
0.2287,0.1373,9.6629,0.2395,7.4556,19.7268,-2.563,-2.316,83.574,162.167,0,False,0.004,10.0,-0.143,-3.153,Uneven
-0.1294,0.2758,10.6707,3.0612,1.2402,6.6983,-2.934,-2.908,83.913,164.122,1,True,20.0,10.0,-0.601,-7.412,Uneven
0.0787,0.041,10.2484,-2.67,-1.5552,3.6583,-3.244,-2.166,83.623,164.786,1,False,11.001,4.958,-0.581,-8.957,Uneven
-0.3082,0.0099,9.6942,-0.8637,-17.9641,-7.5908,-4.248,-0.779,82.0,163.185,0,False,0.026,10.0,-0.885,-15.617,Uneven
0.1064,0.3332,9.9274,3.1665,-17.1843,-8.1925,-5.262,-0.942,80.346,160.001,0,False,0.0,10.0,-1.209,-13.262,Uneven
0.2724,-0.1074,9.5314,-5.2389,22.4899,-1.0244,1.171,0.504,92.131,168.077,0,False,0.0,10.0,-0.743,17.759,Rocky
0.411,-0.6001,9.6862,2.5791,40.737,-7.6977,1.966,0.977,95.239,165.362,0,False,0.01,10.0,-0.671,15.953,Rocky
0.3462,0.0231,10.0542,4.249,24.9318,-10.9983,4.236,-0.061,97.786,162.489,0,False,0.0,10.0,-0.883,8.853,Rocky
-0.0572,-0.5788,9.7351,-1.3965,19.2161,-14.01,4.404,-0.52,100.276,160.605,0,False,0.077,10.0,0.359,14.109,Rocky
0.0828,-0.2236,9.9962,4.7361,23.1895,-14.7669,2.82,-2.422,102.723,157.327,0,False,0.0,10.0,1.339,16.554,Rocky
0.1944,0.0778,9.4615,6.9003,15.3654,-1.9704,1.809,-1.688,104.106,156.788,0,False,0.049,10.0,0.02,10.375,Rocky
-0.2846,0.1073,9.7614,-4.3309,5.408,-9.7132,3.304,0.026,104.935,156.654,0,False,0.0,5.59,0.631,13.182,Rocky
0.1667,-0.2575,10.7988,-2.8342,1.4853,-8.9207,5.12,-0.073,105.539,155.608,1,True,20.0,8.779,1.119,15.271,Rocky
0.7303,0.1455,10.3711,1.1531,9.2709,-5.582,4.522,0.489,106.386,154.98,1,False,11.021,8.442,0.566,19.172,Rocky
0.6943,0.5315,10.1927,4.7138,2.4854,-7.009,5.323,0.008,107.256,153.473,0,False,0.054,10.0,1.151,18.839,Rocky
-0.1828,0.0549,9.5065,-1.7427,-1.9306,-16.5602,4.138,1.32,106.671,151.865,0,False,0.013,10.0,1.384,7.449,Rocky
0.6626,-0.2618,9.6822,-3.4864,-3.1044,-12.7546,7.292,2.73,106.095,148.527,0,False,0.047,10.0,1.985,15.191,Rocky
-0.7707,-0.1013,9.4595,-0.6757,-8.2302,-27.7692,6.158,3.458,105.173,142.734,0,False,0.0,10.0,2.879,11.673,Rocky
0.2548,0.0943,9.6488,2.1311,-22.6515,-28.8211,7.082,3.137,102.713,137.046,0,False,0.059,10.0,2.766,-0.102,Rocky
-0.1052,-0.1792,11.2555,-5.4631,-26.8444,-27.1475,6.883,4.528,99.802,131.628,1,True,20.0,10.0,2.913,2.391,Rocky
-0.4914,0.4117,9.4094,9.7002,-50.2848,-19.4136,4.97,4.128,94.999,127.624,0,False,0.0,10.0,2.267,-13.724,Rocky
-0.3591,0.4175,9.3515,9.2985,-47.2839,-27.7602,2.326,2.951,89.442,123.433,0,False,0.106,10.0,3.008,-14.097,Rocky
-0.0356,-0.2697,10.7826,-1.0093,-42.5631,-18.8428,2.158,2.687,85.102,120.897,1,True,20.0,10.0,2.712,-5.231,Rocky
0.4209,-0.2835,9.9289,1.3987,-28.9508,2.7389,2.606,3.606,82.108,121.091,0,False,0.0,10.0,2.109,-5.253,Rocky
-0.208,-0.2045,9.8461,-8.0182,-21.372,16.2492,0.635,2.075,80.086,124.565,0,False,0.0,10.0,1.355,-7.777,Rocky
-0.5119,-0.1372,10.6578,-11.7693,-8.7927,31.1266,-0.28,2.469,78.771,128.591,1,True,20.0,10.0,1.884,-9.418,Rocky
0.2513,0.0241,9.4477,-6.9826,10.8378,15.1838,-1.103,0.583,79.87,132.45,0,False,0.053,10.0,2.047,5.382,Rocky
-0.1698,-0.2516,10.4469,-6.819,21.7733,19.1436,-1.551,0.252,81.924,136.468,0,False,0.0,10.0,1.86,0.757,Rocky
0.0142,-0.3554,9.7399,-6.8196,0.236,9.7362,-3.236,0.454,81.91,139.082,0,False,0.0,10.0,1.701,-19.827,Rocky
-0.1769,0.0718,10.576,-1.9367,-18.1087,11.5044,-4.091,-1.234,81.181,140.831,1,True,20.0,10.0,1.706,-14.086,Rocky
0.2082,-0.0537,9.5497,-5.4177,-1.7583,18.5506,-1.706,-1.997,80.889,144.37,0,False,0.0,10.0,0.739,-7.13,Rocky
0.0058,0.2757,9.9357,4.551,-12.8917,22.9033,-2.984,-2.866,80.76,149.105,0,False,0.0,10.0,0.506,-8.528,Rocky
-0.443,0.3469,9.6657,10.9744,0.1206,25.6743,-2.144,-1.612,80.762,154.414,0,False,0.068,10.0,-0.355,-8.488,Rocky
0.059,0.1146,9.5765,2.8605,-7.0503,10.8338,-3.498,-0.496,79.816,155.994,0,False,0.0,10.0,-1.679,-17.137,Rocky
-0.4627,0.2503,10.7038,-3.9753,-19.3199,7.4652,-4.782,-0.597,78.019,155.9,1,True,20.0,9.916,-1.104,-19.791,Rocky
0.0115,0.2098,9.7032,-1.2549,-22.0963,-12.4261,-5.862,-2.375,75.18,155.022,0,False,0.0,10.0,-0.756,-25.464,Rocky
0.1307,0.0596,10.5226,1.5887,-33.8774,0.8148,-4.743,-2.758,72.23,155.446,1,True,20.0,10.0,-0.027,-23.317,Rocky
-0.0859,0.2171,9.3042,2.0538,-27.491,3.423,-4.67,-1.382,69.673,156.023,0,False,0.0,10.0,-0.374,-22.355,Rocky
-0.1682,0.1299,9.9161,-1.2798,-35.6848,-12.0341,-4.542,-1.014,66.174,153.428,0,False,0.0,10.0,-1.437,-35.0,Rocky
-0.2389,0.2802,9.7177,1.2487,-43.1089,-39.4885,-5.818,-1.39,62.454,146.512,0,False,0.0,10.0,-2.583,-35.0,Rocky
-0.5651,-0.0836,10.2283,-0.2107,-8.9809,-36.1798,-5.663,-2.206,61.057,140.246,0,False,0.001,10.0,-1.869,-18.108,Rocky
0.0772,-0.1963,9.8332,-3.3715,6.8373,-10.1839,-4.036,-0.878,62.271,138.331,0,False,0.066,10.0,-0.648,-10.906,Rocky
-0.1729,0.1904,9.82,9.6668,6.2651,-20.2563,-6.06,0.14,62.716,133.969,0,False,0.029,10.0,-2.59,-30.904,Rocky
-0.7616,0.1469,9.6124,-3.2922,-2.3656,-27.6754,-6.347,1.257,62.839,128.142,0,False,0.009,10.0,-2.811,-28.778,Rocky
0.0831,-0.628,9.5783,1.0464,-11.1608,-39.4435,-8.714,0.487,61.982,121.163,0,False,0.0,10.0,-3.0,-35.0,Rocky
0.1688,-0.1091,9.5992,-5.967,31.7732,-7.8516,-7.368,0.921,64.804,118.526,0,False,0.041,10.0,-2.169,0.357,Rocky
-0.4438,-0.3626,9.7615,-1.9573,40.8412,-2.8897,-4.112,1.508,69.757,117.835,0,False,0.0,10.0,-2.791,0.083,Rocky
-0.1039,0.4618,9.6262,0.6011,55.3091,-2.3448,-3.596,0.267,75.469,118.054,0,False,0.049,10.0,-3.0,-0.705,Rocky
-0.3711,-0.2197,9.9371,0.7165,70.3177,14.7151,-2.881,0.123,81.59,120.75,0,False,0.0,10.0,-2.015,4.102,Rocky
-0.3152,-0.6669,10.2006,5.7619,60.7919,55.1561,-0.367,-0.58,87.218,129.148,0,False,0.06,10.0,0.014,3.811,Rocky
0.2539,-0.3063,9.7967,-8.5192,47.4143,35.4917,0.79,0.279,92.42,137.673,0,False,0.0,10.0,-1.122,8.672,Rocky
1.0546,0.2664,9.7993,0.6248,42.5511,27.2668,2.573,0.653,96.874,143.681,0,False,0.0,10.0,-1.808,10.058,Rocky
0.0745,-0.044,10.7168,-4.5698,28.228,17.8477,1.634,-0.208,99.254,147.35,0,False,0.0,10.0,-2.051,1.473,Rocky
0.2261,-0.1203,10.0413,-6.4473,22.6511,1.5428,2.95,0.796,101.429,147.185,0,False,0.0,10.0,-2.471,13.89,Rocky
-0.1163,-0.1691,10.5831,4.5841,19.2493,-1.5057,5.139,1.705,102.81,146.74,1,True,20.0,10.0,-1.513,10.608,Rocky
